11/10/2023 0:00,Fidelity Inflation-Prot Bd Index,Employer Matching Account,Contributions - Employer,Purchase,9,0.294,2.65
11/10/2023 0:00,American Funds Europacific Growth R6,Employee 401(k) Account,Contributions - Employee,Purchase,51.78,0.92,47.66
11/10/2023 0:00,American Funds Europacific Growth R6,Employer Matching Account,Contributions - Employer,Purchase,51.78,0.46,23.83
11/10/2023 0:00,Vanguard Real Estate Index Institutional,Employee 401(k) Account,Contributions - Employee,Purchase,16.59,0.638,10.59
11/10/2023 0:00,Vanguard Real Estate Index Institutional,Employer Matching Account,Contributions - Employer,Purchase,16.59,0.32,5.3
11/10/2023 0:00,Vanguard Institutional Index I,Employee 401(k) Account,Contributions - Employee,Purchase,369.07,0.201,74.14
11/10/2023 0:00,Vanguard Institutional Index I,Employer Matching Account,Contributions - Employer,Purchase,369.07,0.1,37.07
11/10/2023 0:00,Vanguard Small Cap Index I,Employee 401(k) Account,Contributions - Employee,Purchase,87.87,0.362,31.77
11/10/2023 0:00,Vanguard Small Cap Index I,Employer Matching Account,Contributions - Employer,Purchase,87.87,0.181,15.89
11/10/2023 0:00,Vanguard Total Intl Stock Index I,Employee 401(k) Account,Contributions - Employee,Purchase,115.08,0.644,74.14
11/10/2023 0:00,Vanguard Total Intl Stock Index I,Employer Matching Account,Contributions - Employer,Purchase,115.08,0.322,37.06
11/10/2023 0:00,Vanguard Windsor II Admiral,Employee 401(k) Account,Contributions - Employee,Purchase,72.33,0.293,21.18
11/10/2023 0:00,Vanguard Windsor II Admiral,Employer Matching Account,Contributions - Employer,Purchase,72.33,0.146,10.59
10/31/2023 0:00,Fidelity Inflation-Prot Bd Index,Employee 401(k) Account,Interest Earned,Cash Receipts,8.89,0,0.03
10/31/2023 0:00,Fidelity Inflation-Prot Bd Index,Employee 401(k) Account,Interest Earned,Purchase,8.89,0.003,0.03
10/31/2023 0:00,Fidelity Inflation-Prot Bd Index,Employer Matching Account,Interest Earned,Cash Receipts,8.89,0,0.01
10/31/2023 0:00,Fidelity Inflation-Prot Bd Index,Employer Matching Account,Interest Earned,Purchase,8.89,0.001,0.01
10/27/2023 0:00,Cash,Employee 401(k) Account,Contributions - Employee,Cash Receipts,1,0,264.78
10/27/2023 0:00,Cash,Employer Matching Account,Contributions - Employer,Cash Receipts,1,0,132.39
10/27/2023 0:00,Fidelity Inflation-Prot Bd Index,Employee 401(k) Account,Contributions - Employee,Purchase,8.92,0.594,5.3
10/27/2023 0:00,Fidelity Inflation-Prot Bd Index,Employer Matching Account,Contributions - Employer,Purchase,8.92,0.297,2.65
10/27/2023 0:00,American Funds Europacific Growth R6,Employee 401(k) Account,Contributions - Employee,Purchase,49.31,0.967,47.66
10/27/2023 0:00,American Funds Europacific Growth R6,Employer Matching Account,Contributions - Employer,Purchase,49.31,0.483,23.83
10/27/2023 0:00,Vanguard Real Estate Index Institutional,Employee 401(k) Account,Contributions - Employee,Purchase,15.63,0.678,10.59
10/27/2023 0:00,Vanguard Real Estate Index Institutional,Employer Matching Account,Contributions - Employer,Purchase,15.63,0.339,5.3
10/27/2023 0:00,Vanguard Institutional Index I,Employee 401(k) Account,Contributions - Employee,Purchase,343.93,0.216,74.14
10/27/2023 0:00,Vanguard Institutional Index I,Employer Matching Account,Contributions - Employer,Purchase,343.93,0.108,37.07
10/27/2023 0:00,Vanguard Small Cap Index I,Employee 401(k) Account,Contributions - Employee,Purchase,83.96,0.378,31.77
10/27/2023 0:00,Vanguard Small Cap Index I,Employer Matching Account,Contributions - Employer,Purchase,83.96,0.189,15.89
10/27/2023 0:00,Vanguard Total Intl Stock Index I,Employee 401(k) Account,Contributions - Employee,Purchase,109.75,0.676,74.14
10/27/2023 0:00,Vanguard Total Intl Stock Index I,Employer Matching Account,Contributions - Employer,Purchase,109.75,0.338,37.06
10/27/2023 0:00,Vanguard Windsor II Admiral,Employee 401(k) Account,Contributions - Employee,Purchase,68.27,0.31,21.18
10/27/2023 0:00,Vanguard Windsor II Admiral,Employer Matching Account,Contributions - Employer,Purchase,68.27,0.155,10.59
10/13/2023 0:00,Cash,Employee 401(k) Account,Contributions - Employee,Cash Receipts,1,0,264.78
10/13/2023 0:00,Cash,Employer Matching Account,Contributions - Employer,Cash Receipts,1,0,132.39
10/13/2023 0:00,Fidelity Inflation-Prot Bd Index,Employee 401(k) Account,Contributions - Employee,Purchase,8.96,0.591,5.3
10/13/2023 0:00,Fidelity Inflation-Prot Bd Index,Employer Matching Account,Contributions - Employer,Purchase,8.96,0.296,2.65
10/13/2023 0:00,American Funds Europacific Growth R6,Employee 401(k) Account,Contributions - Employee,Purchase,51.36,0.928,47.66
10/13/2023 0:00,American Funds Europacific Growth R6,Employer Matching Account,Contributions - Employer,Purchase,51.36,0.464,23.83
10/13/2023 0:00,Vanguard Real Estate Index Institutional,Employee 401(k) Account,Contributions - Employee,Purchase,16.56,0.639,10.59
10/13/2023 0:00,Vanguard Real Estate Index Institutional,Employer Matching Account,Contributions - Employer,Purchase,16.56,0.32,5.3
10/13/2023 0:00,Vanguard Institutional Index I,Employee 401(k) Account,Contributions - Employee,Purchase,361.44,0.205,74.14
10/13/2023 0:00,Vanguard Institutional Index I,Employer Matching Account,Contributions - Employer,Purchase,361.44,0.103,37.07
10/13/2023 0:00,Vanguard Small Cap Index I,Employee 401(k) Account,Contributions - Employee,Purchase,88.24,0.36,31.77
10/13/2023 0:00,Vanguard Small Cap Index I,Employer Matching Account,Contributions - Employer,Purchase,88.24,0.18,15.89
10/13/2023 0:00,Vanguard Total Intl Stock Index I,Employee 401(k) Account,Contributions - Employee,Purchase,114.04,0.65,74.14
10/13/2023 0:00,Vanguard Total Intl Stock Index I,Employer Matching Account,Contributions - Employer,Purchase,114.04,0.325,37.06
10/13/2023 0:00,Vanguard Windsor II Admiral,Employee 401(k) Account,Contributions - Employee,Purchase,71.34,0.297,21.18
10/13/2023 0:00,Vanguard Windsor II Admiral,Employer Matching Account,Contributions - Employer,Purchase,71.34,0.148,10.59
10/5/2023 0:00,Fidelity Inflation-Prot Bd Index,Employer Matching Account,Recordkeeping Fee,Sale,8.86,-0.045,-0.4
10/5/2023 0:00,Fidelity Inflation-Prot Bd Index,Employer Matching Account,Recordkeeping Fee,Cash Disbursement,8.86,0,-0.4
10/5/2023 0:00,Vanguard Real Estate Index Institutional,Employer Matching Account,Recordkeeping Fee,Sale,16.26,-0.047,-0.76
10/5/2023 0:00,Vanguard Real Estate Index Institutional,Employer Matching Account,Recordkeeping Fee,Cash Disbursement,16.26,0,-0.76
10/5/2023 0:00,Vanguard Small Cap Index I,Employer Matching Account,Recordkeeping Fee,Sale,88.11,-0.027,-2.39
10/5/2023 0:00,Vanguard Small Cap Index I,Employer Matching Account,Recordkeeping Fee,Cash Disbursement,88.11,0,-2.39
10/5/2023 0:00,Vanguard Total Intl Stock Index I,Employer Matching Account,Recordkeeping Fee,Sale,112.77,-0.049,-5.55
